2.951355262797443479e-02,1.224350192144781080e-01,3.019177315611336065e-01,1.745672985429096713e-01,2.444616720987347613e-01,1.717615090452337956e-01,6.047000000000000153e-01,1.535999999999999865e-01,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
-8.986154322388613391e-02,4.509775542628250422e-01,3.414173977437957030e-01,1.507020418645209081e-01,2.919371530519015989e-01,-5.854747536480311987e-03,6.047000000000000153e-01,3.099000000000000088e-01,1.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
1.131800377851576167e-01,1.829683786364432185e-01,1.322596521891104826e-01,8.258612029082801342e-02,4.403549204897311276e-01,-1.041339445608134295e-01,6.047000000000000153e-01,1.288999999999999868e-01,0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
-1.922073095329241421e-01,3.105301125845963961e-01,1.206102527101628741e-01,4.929406748928638615e-03,2.827812362082317010e-01,4.333072391269263690e-01,6.047000000000000153e-01,1.535999999999999865e-01,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
-3.409903239062054593e-03,1.206344877713615205e+00,4.052965168324222378e-01,3.344449461397551726e-01,1.401342795807024144e+00,1.491873792854160607e-01,1.121000000000000052e-01,1.288999999999999868e-01,0.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
-1.115492297113760828e-01,2.478485250345740520e-01,3.062303734670923094e-01,5.819586254188575669e-01,3.602292633190919968e-01,5.187282778511790315e-01,6.047000000000000153e-01,2.411999999999999977e-01,0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.038000000000000034e-01
-2.285588684462447340e-02,1.002326643547054141e+00,3.768325176254124220e-01,2.761028887402759424e-01,1.163521871387607654e+00,3.608510566437458378e-01,2.832000000000000073e-01,1.535999999999999865e-01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
-2.983732141190861484e-02,2.608479294953847671e-01,5.948676713318781090e-02,8.822990419101577331e-01,4.858591076604678038e-01,9.135478815486085258e-02,2.832000000000000073e-01,2.411999999999999977e-01,0.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.038000000000000034e-01
-1.927300960543147923e-01,4.314558078093423954e-01,1.094515159223690970e-01,-2.771384024892548092e-02,3.761800021860984833e-01,-2.210505685677759818e-02,6.047000000000000153e-01,3.099000000000000088e-01,0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
-1.794167652099235566e-01,2.795971233428177216e-01,2.431778896164834836e-01,3.796593400912439131e-01,5.071990874940284222e-01,9.361903603421836695e-02,2.832000000000000073e-01,2.411999999999999977e-01,0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.038000000000000034e-01
-3.247823269145895808e-01,1.037593904885109053e+00,3.412486829173929648e-01,8.132996735788485809e-01,1.144025666676087738e+00,2.788417807754156597e-02,6.047000000000000153e-01,3.099000000000000088e-01,0.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
2.623792647021801899e-02,4.305604275267059244e-01,4.841089466475977932e-01,9.994821558355121427e-02,7.092044259615845059e-01,8.946482664128727058e-02,2.832000000000000073e-01,2.411999999999999977e-01,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
-8.983399999686453308e-02,8.107210131792390584e-01,5.451530264446184937e-01,4.139655412230064946e-01,1.037909100183325384e+00,2.229150707523028241e-01,2.832000000000000073e-01,3.099000000000000088e-01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
-1.129033808592009025e-01,1.015333710879156026e+00,6.678731101755895905e-01,3.298736339729608780e-01,1.129781806878393358e+00,1.833884077015160707e-01,1.121000000000000052e-01,1.288999999999999868e-01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
5.172852978607516555e-02,8.763190190436148663e-01,5.243733066198867920e-01,5.260207372737856213e-01,5.684338244036047927e-01,1.490135512018809227e-01,6.047000000000000153e-01,1.288999999999999868e-01,1.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
1.157694726144607722e-01,7.390629258829345405e-01,5.295225399979350822e-01,4.905216002528212105e-01,9.797523929614456728e-01,8.906262694052097251e-02,6.047000000000000153e-01,2.411999999999999977e-01,1.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
5.727287636226284506e-02,1.016137031317677408e+00,6.204898351665708578e-01,7.733325125729362259e-01,8.736742080497826857e-01,8.310953187684610999e-02,2.832000000000000073e-01,2.411999999999999977e-01,1.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
-1.950478556768287658e-02,3.746039049793397635e-01,8.119167139682879064e-01,5.652459571654738779e-01,7.282042904841748432e-02,2.700771482674263479e-01,2.832000000000000073e-01,1.288999999999999868e-01,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
8.669321737209764733e-02,7.719093404394434810e-01,7.087216048987406980e-01,4.498090933010941983e-01,1.288320979872016991e+00,1.897186216898926192e-01,2.832000000000000073e-01,3.099000000000000088e-01,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
-7.457269540137717589e-02,1.003121750185006489e+00,8.326009305949895190e-01,2.609029214085217263e-01,7.267047926514478284e-01,1.904902453683903485e-01,6.047000000000000153e-01,3.099000000000000088e-01,0.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
3.090677932215334933e-01,7.226797314014401508e-01,5.755460680788011540e-01,7.753275174469658193e-01,9.648072084675216598e-01,-1.369274172817891433e-01,1.121000000000000052e-01,1.288999999999999868e-01,0.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
-1.302654002251668330e-01,9.339902964260881069e-01,9.051531220828783475e-01,3.799191102599717706e-01,9.420153999434374148e-01,2.793473826255530312e-01,6.047000000000000153e-01,1.535999999999999865e-01,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
5.813528518538077505e-02,3.230877169240056190e-01,5.114854360361130725e-01,-5.066468998483036890e-03,7.203191509095419054e-01,6.005065430222955580e-02,6.047000000000000153e-01,2.411999999999999977e-01,0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
-3.128086752931048542e-01,2.964622568345254283e-01,2.274116815151083215e-01,2.567939064773334112e-01,2.688137837634734795e-01,-1.846967590212189592e-03,6.047000000000000153e-01,1.535999999999999865e-01,0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
-1.205851625638431138e-02,1.072999148621641030e+00,7.140759145239264916e-01,6.286025348500247079e-01,8.908243193181869524e-01,3.190580659267964747e-01,6.047000000000000153e-01,1.095000000000000001e-01,1.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
-1.972660340714919858e-01,6.143298841878558347e-01,2.494214120977879257e-01,3.724341644299197784e-01,9.582672275398833595e-01,2.452673982716419010e-02,6.047000000000000153e-01,3.099000000000000088e-01,0.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
-2.375117499803984233e-01,8.237235507564262260e-01,8.947326132012954902e-01,4.867205535914861381e-01,9.617186687494505559e-01,8.428643176094023637e-02,6.047000000000000153e-01,3.099000000000000088e-01,1.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
1.308431867645642732e-01,6.896890568482449968e-01,4.553357250908095510e-01,3.980873869373905416e-01,8.500161969378838833e-01,4.238653713948740132e-01,6.047000000000000153e-01,3.099000000000000088e-01,0.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
1.582562630398265113e-01,9.282805512197008779e-01,5.553687569670947566e-01,5.785366413187538193e-01,9.191105578114258101e-01,1.879903484664938521e-02,2.832000000000000073e-01,2.411999999999999977e-01,1.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
7.057489230931170143e-02,3.364390699725153255e-01,2.851526131844256962e-01,2.308099128807289957e-01,5.045160713921081896e-01,2.526683538043038302e-02,1.121000000000000052e-01,2.411999999999999977e-01,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
4.175903743057844397e-01,9.598470843314577117e-01,4.984875977573584027e-01,4.701189946709055656e-01,1.007343159793114840e+00,2.496798690936772314e-01,6.047000000000000153e-01,1.095000000000000001e-01,1.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
-2.708452138610538754e-02,4.198230918324037941e-01,3.398464940457336936e-01,1.320866235167691694e-01,5.347915980811462910e-01,2.055098574140997725e-01,2.832000000000000073e-01,3.099000000000000088e-01,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.627000000000000224e-01
